External Quantum Efficiency	v1.4.7137.26188
Date Time:	Sunday, 05 June 2022 17:51:47
Dimensions:	4
TotalSteps:	3390
SourceFile 	D:\users\nanoscalesolar\Documents\Eitan\Cal.eqe
Sample:    	?
Operator:  	Nanoscalesolar
Comments:  	

Loops:
>	Repeat 10 times
>	Wavelength from 500.0 to 780.0 [nm] in 113 steps
>	Focus Correction [no-loop]
>	Repeat 3 times

Operations:
>	Delay [100 ms]
>	LockIn Sensitivity Tracker
>	LockIn Amplifier : M
>	LockIn Amplifier : IS
>	LockIn Amplifier : R

Parameters:
>	Repeat	x	0	10	R	{From=0,To=9}
>	Wavelength	nm	1	113	R	{From=500,To=780}
>	Focus CorrectionY	µm	3	1	V	0
>	Repeat	x	0	3	R	{From=0,To=2}

Results:
>	M	V	-1
>	Phase	'	2
>	IS	A	-1
>	Phase	'	2
>	R	V	-1
>	Phase	'	2

-= Wavelength - AOTF VIS =-
Channels:     	8
Range:        	370 - 800 nm
AutoOptPower: 	ON
Modulation:   	ON
Ch:0	Wavelength: 500.0 nm	Frequency: 126.775 MHz	Power: 5000

-= Focus Correction =-
Piezo X:     	OFF
Piezo Y:     	ON 'NewNKT_Focus_corr'
Piezo Z:     	OFF

-= LockIn Sensitivity Tracker =-
Active: 	LIA I, LIA II, LIA III

-= LockIn Amplifier - LIA I =-
OutputParameter:      	M
Sensitivity:          	500 mV
FilterTimeConstant:   	30 ms
FilterSlope:          	_24dBpOct
ReferenceFrequency:   	70.98
DetectionHarmonic:    	1
InputCoupling:        	AC
InputModes:           	Channel A
InputShieldGrounding: 	Floating

-= LockIn Amplifier - LIA III =-
OutputParameter:      	IS
Sensitivity:          	10 nA
FilterTimeConstant:   	30 ms
FilterSlope:          	_24dBpOct
ReferenceFrequency:   	70.982
DetectionHarmonic:    	1
InputCoupling:        	AC
InputModes:           	I (1MΩ)
InputShieldGrounding: 	Floating

-= LockIn Amplifier - LIA II =-
OutputParameter:      	R
Sensitivity:          	50 mV
FilterTimeConstant:   	30 ms
FilterSlope:          	_24dBpOct
ReferenceFrequency:   	70.9782
DetectionHarmonic:    	1
InputCoupling:        	AC
InputModes:           	Channel A
InputShieldGrounding: 	Floating


Index	Repeat [x]	Wavelength [nm]	Focus CorrectionY [µm]	Repeat [x]	M [V]	Phase [']	IS [A]	Phase [']	R [V]	Phase [']
2712	8	500.0	2.400	0	1.679995E-003	1.82	2.895555E-011	0.28	1.359375E-004	0.25
2713	8	500.0	2.400	1	1.684865E-003	1.82	2.879561E-011	0.26	1.361126E-004	0.25
2714	8	500.0	2.400	2	1.682753E-003	1.82	2.815597E-011	0.28	1.361382E-004	0.25
2715	8	502.5	2.447	0	2.715793E-003	1.82	4.931399E-011	0.28	2.351700E-004	0.25
2716	8	502.5	2.447	1	2.722857E-003	1.82	4.846849E-011	0.26	2.344304E-004	0.25
2717	8	502.5	2.447	2	2.721168E-003	1.83	4.871976E-011	0.27	2.349138E-004	0.26
2718	8	505.0	2.472	0	4.454871E-003	1.82	8.428193E-011	0.27	4.081615E-004	0.25
2719	8	505.0	2.472	1	4.449715E-003	1.82	8.374065E-011	0.27	4.087055E-004	0.25
2720	8	505.0	2.472	2	4.453857E-003	1.82	8.392969E-011	0.27	4.083418E-004	0.26
2721	8	507.5	2.479	0	6.764733E-003	1.82	1.329347E-010	0.27	6.509155E-004	0.26
2722	8	507.5	2.479	1	6.763664E-003	1.82	1.330878E-010	0.27	6.541716E-004	0.25
2723	8	507.5	2.479	2	6.776264E-003	1.82	1.331432E-010	0.27	6.533958E-004	0.25
2724	8	510.0	2.472	0	9.295497E-003	1.82	1.888245E-010	0.27	9.378463E-004	0.25
2725	8	510.0	2.472	1	9.308237E-003	1.82	1.897739E-010	0.27	9.418009E-004	0.25
2726	8	510.0	2.472	2	9.286378E-003	1.82	1.891637E-010	0.27	9.384581E-004	0.25
2727	8	512.5	2.456	0	1.292963E-002	1.82	2.722315E-010	0.27	1.366171E-003	0.26
2728	8	512.5	2.456	1	1.294223E-002	1.82	2.722451E-010	0.27	1.366996E-003	0.25
2729	8	512.5	2.456	2	1.293505E-002	1.82	2.726777E-010	0.27	1.368273E-003	0.25
2730	8	515.0	2.436	0	1.912702E-002	1.82	4.165505E-010	0.27	2.107462E-003	0.25
2731	8	515.0	2.436	1	1.914201E-002	1.82	4.170194E-010	0.27	2.110451E-003	0.25
2732	8	515.0	2.436	2	1.912777E-002	1.82	4.171444E-010	0.27	2.112086E-003	0.25
2733	8	517.5	2.416	0	2.929951E-002	1.82	6.620826E-010	0.27	3.373226E-003	0.25
2734	8	517.5	2.416	1	2.933725E-002	1.82	6.620793E-010	0.27	3.375680E-003	0.25
2735	8	517.5	2.416	2	2.936412E-002	1.82	6.623142E-010	0.27	3.373711E-003	0.25
2736	8	520.0	2.400	0	4.637361E-002	1.82	1.078759E-009	0.27	5.517691E-003	0.25
2737	8	520.0	2.400	1	4.632191E-002	1.82	1.077957E-009	0.27	5.518849E-003	0.25
2738	8	520.0	2.400	2	4.633741E-002	1.82	1.078194E-009	0.27	5.517691E-003	0.25
2739	8	522.5	2.393	0	7.824642E-002	1.82	1.878443E-009	0.27	9.635669E-003	0.25
2740	8	522.5	2.393	1	7.834017E-002	1.82	1.875154E-009	0.27	9.635017E-003	0.25
2741	8	522.5	2.393	2	7.831444E-002	1.82	1.875497E-009	0.27	9.637758E-003	0.25
2742	8	525.0	2.400	0	1.298750E-001	1.82	3.202348E-009	0.27	1.648185E-002	0.25
2743	8	525.0	2.400	1	1.297295E-001	1.82	3.201208E-009	0.27	1.648553E-002	0.25
2744	8	525.0	2.400	2	1.297065E-001	1.82	3.199426E-009	0.27	1.647339E-002	0.25
2745	8	527.5	2.419	0	1.894802E-001	1.82	4.790902E-009	0.27	2.472100E-002	0.25
2746	8	527.5	2.419	1	1.894350E-001	1.82	4.785720E-009	0.27	2.470116E-002	0.25
2747	8	527.5	2.419	2	1.895836E-001	1.82	4.791587E-009	0.27	2.472572E-002	0.25
2748	8	530.0	2.446	0	2.298043E-001	1.82	5.917468E-009	0.27	3.061607E-002	0.25
2749	8	530.0	2.446	1	2.298419E-001	1.82	5.914955E-009	0.27	3.059765E-002	0.25
2750	8	530.0	2.446	2	2.298348E-001	1.82	5.913924E-009	0.27	3.059413E-002	0.25
2751	8	532.5	2.477	0	2.245573E-001	1.82	5.891703E-009	0.27	3.051301E-002	0.25
2752	8	532.5	2.477	1	2.245497E-001	1.82	5.890906E-009	0.27	3.051165E-002	0.25
2753	8	532.5	2.477	2	2.245787E-001	1.82	5.892388E-009	0.27	3.052462E-002	0.25
2754	8	535.0	2.513	0	1.941942E-001	1.82	5.170035E-009	0.27	2.678933E-002	0.25
2755	8	535.0	2.513	1	1.939351E-001	1.82	5.169964E-009	0.27	2.681069E-002	0.25
2756	8	535.0	2.513	2	1.938756E-001	1.82	5.167123E-009	0.27	2.679399E-002	0.25
2757	8	537.5	2.550	0	1.712784E-001	1.82	4.628893E-009	0.27	2.404683E-002	0.25
2758	8	537.5	2.550	1	1.712345E-001	1.82	4.632043E-009	0.27	2.405809E-002	0.25
2759	8	537.5	2.550	2	1.712636E-001	1.82	4.630854E-009	0.27	2.405033E-002	0.25
2760	8	540.0	2.587	0	1.611226E-001	1.82	4.421495E-009	0.27	2.296814E-002	0.25
2761	8	540.0	2.587	1	1.611087E-001	1.82	4.420377E-009	0.27	2.296446E-002	0.25
2762	8	540.0	2.587	2	1.611454E-001	1.82	4.424970E-009	0.27	2.298756E-002	0.25
2763	8	542.5	2.623	0	1.560380E-001	1.82	4.330956E-009	0.27	2.250050E-002	0.25
2764	8	542.5	2.623	1	1.561056E-001	1.82	4.330684E-009	0.27	2.250290E-002	0.25
2765	8	542.5	2.623	2	1.560980E-001	1.82	4.331917E-009	0.27	2.250365E-002	0.25
2766	8	545.0	2.654	0	1.476675E-001	1.82	4.124677E-009	0.27	2.147718E-002	0.25
2767	8	545.0	2.654	1	1.475708E-001	1.82	4.121813E-009	0.27	2.145630E-002	0.25
2768	8	545.0	2.654	2	1.474827E-001	1.82	4.121178E-009	0.27	2.145678E-002	0.25
2769	8	547.5	2.681	0	1.378223E-001	1.82	3.849867E-009	0.27	2.014817E-002	0.25
2770	8	547.5	2.681	1	1.378223E-001	1.82	3.849828E-009	0.27	2.015314E-002	0.25
2771	8	547.5	2.681	2	1.379404E-001	1.82	3.852341E-009	0.27	2.016505E-002	0.25
2772	8	550.0	2.700	0	1.305017E-001	1.82	3.642946E-009	0.27	1.915581E-002	0.25
2773	8	550.0	2.700	1	1.304212E-001	1.82	3.638680E-009	0.27	1.913541E-002	0.25
2774	8	550.0	2.700	2	1.304136E-001	1.82	3.638438E-009	0.27	1.914317E-002	0.25
2775	8	552.5	2.714	0	1.264532E-001	1.82	3.541480E-009	0.27	1.867555E-002	0.25
2776	8	552.5	2.714	1	1.264232E-001	1.82	3.540723E-009	0.27	1.866770E-002	0.25
2777	8	552.5	2.714	2	1.264456E-001	1.82	3.542680E-009	0.27	1.868243E-002	0.25
2778	8	555.0	2.724	0	1.258168E-001	1.82	3.535420E-009	0.27	1.868067E-002	0.25
2779	8	555.0	2.724	1	1.258016E-001	1.82	3.534938E-009	0.27	1.867548E-002	0.25
2780	8	555.0	2.724	2	1.257577E-001	1.82	3.534986E-009	0.27	1.867739E-002	0.25
2781	8	557.5	2.732	0	1.277556E-001	1.82	3.612395E-009	0.27	1.907757E-002	0.25
2782	8	557.5	2.732	1	1.277708E-001	1.82	3.613069E-009	0.27	1.907291E-002	0.25
2783	8	557.5	2.732	2	1.276965E-001	1.82	3.612515E-009	0.27	1.907430E-002	0.25
2784	8	560.0	2.736	0	1.342840E-001	1.82	3.850381E-009	0.27	2.020914E-002	0.25
2785	8	560.0	2.736	1	1.343064E-001	1.82	3.851776E-009	0.27	2.022146E-002	0.25
2786	8	560.0	2.736	2	1.342702E-001	1.82	3.853496E-009	0.27	2.022770E-002	0.25
2787	8	562.5	2.738	0	1.516937E-001	1.82	4.435297E-009	0.27	2.306389E-002	0.25
2788	8	562.5	2.738	1	1.517527E-001	1.82	4.436092E-009	0.27	2.306573E-002	0.25
2789	8	562.5	2.738	2	1.516784E-001	1.82	4.433301E-009	0.27	2.305142E-002	0.25
2790	8	565.0	2.736	0	1.704347E-001	1.82	5.020796E-009	0.27	2.597194E-002	0.25
2791	8	565.0	2.736	1	1.705091E-001	1.82	5.022709E-009	0.27	2.598361E-002	0.25
2792	8	565.0	2.736	2	1.704424E-001	1.82	5.021471E-009	0.27	2.598074E-002	0.25
2793	8	567.5	2.732	0	1.589032E-001	1.82	4.604809E-009	0.27	2.402305E-002	0.25
2794	8	567.5	2.732	1	1.590366E-001	1.82	4.608945E-009	0.27	2.404234E-002	0.25
2795	8	567.5	2.732	2	1.589914E-001	1.82	4.605085E-009	0.27	2.401650E-002	0.25
2796	8	570.0	2.724	0	1.383187E-001	1.82	3.927488E-009	0.27	2.074532E-002	0.25
2797	8	570.0	2.724	1	1.380377E-001	1.82	3.924027E-009	0.27	2.073844E-002	0.25
2798	8	570.0	2.724	2	1.380071E-001	1.82	3.923422E-009	0.27	2.073227E-002	0.25
2799	8	572.5	2.714	0	1.285330E-001	1.82	3.617264E-009	0.27	1.926454E-002	0.25
2800	8	572.5	2.714	1	1.284296E-001	1.82	3.616820E-009	0.27	1.925253E-002	0.25
2801	8	572.5	2.714	2	1.284510E-001	1.82	3.616098E-009	0.27	1.925277E-002	0.25
2802	8	575.0	2.700	0	1.257868E-001	1.82	3.524933E-009	0.27	1.884076E-002	0.25
2803	8	575.0	2.700	1	1.257501E-001	1.82	3.524249E-009	0.27	1.884068E-002	0.25
2804	8	575.0	2.700	2	1.257425E-001	1.82	3.525126E-009	0.27	1.884156E-002	0.25
2805	8	577.5	2.684	0	1.258535E-001	1.82	3.513005E-009	0.27	1.880602E-002	0.25
2806	8	577.5	2.684	1	1.258092E-001	1.82	3.512644E-009	0.27	1.880597E-002	0.25
2807	8	577.5	2.684	2	1.257425E-001	1.82	3.512764E-009	0.27	1.880692E-002	0.25
2808	8	580.0	2.664	0	1.256534E-001	1.82	3.504949E-009	0.27	1.875515E-002	0.25
2809	8	580.0	2.664	1	1.256911E-001	1.82	3.507065E-009	0.27	1.876811E-002	0.25
2810	8	580.0	2.664	2	1.257125E-001	1.82	3.506019E-009	0.27	1.876292E-002	0.25
2811	8	582.5	2.642	0	1.246464E-001	1.82	3.477029E-009	0.27	1.857794E-002	0.25
2812	8	582.5	2.642	1	1.247064E-001	1.82	3.479339E-009	0.27	1.858394E-002	0.25
2813	8	582.5	2.642	2	1.246840E-001	1.82	3.479821E-009	0.27	1.858898E-002	0.25
2814	8	585.0	2.616	0	1.247655E-001	1.82	3.485520E-009	0.27	1.860474E-002	0.25
2815	8	585.0	2.616	1	1.247431E-001	1.82	3.483090E-009	0.27	1.859235E-002	0.25
2816	8	585.0	2.616	2	1.247141E-001	1.82	3.480337E-009	0.27	1.857419E-002	0.25
2817	8	587.5	2.588	0	1.288359E-001	1.82	3.593327E-009	0.27	1.919045E-002	0.25
2818	8	587.5	2.588	1	1.288145E-001	1.82	3.590656E-009	0.27	1.918078E-002	0.25
2819	8	587.5	2.588	2	1.288812E-001	1.82	3.594527E-009	0.27	1.919413E-002	0.25
2820	8	590.0	2.556	0	1.347289E-001	1.82	3.748323E-009	0.27	2.000736E-002	0.25
2821	8	590.0	2.556	1	1.346546E-001	1.82	3.748082E-009	0.27	2.000640E-002	0.25
2822	8	590.0	2.556	2	1.346546E-001	1.82	3.746520E-009	0.27	1.999993E-002	0.25
2823	8	592.5	2.522	0	1.371268E-001	1.82	3.811340E-009	0.27	2.029426E-002	0.25
2824	8	592.5	2.522	1	1.371559E-001	1.82	3.811857E-009	0.27	2.029514E-002	0.25
2825	8	592.5	2.522	2	1.371935E-001	1.82	3.813770E-009	0.27	2.030625E-002	0.25
2826	8	595.0	2.484	0	1.371192E-001	1.82	3.811857E-009	0.27	2.024561E-002	0.25
2827	8	595.0	2.484	1	1.372011E-001	1.82	3.813973E-009	0.27	2.024753E-002	0.25
2828	8	595.0	2.484	2	1.371859E-001	1.82	3.812291E-009	0.27	2.024473E-002	0.25
2829	8	597.5	2.444	0	1.434328E-001	1.82	3.981220E-009	0.27	2.110333E-002	0.25
2830	8	597.5	2.444	1	1.433961E-001	1.82	3.978022E-009	0.27	2.108950E-002	0.25
2831	8	597.5	2.444	2	1.434037E-001	1.82	3.978022E-009	0.27	2.108300E-002	0.25
2832	8	600.0	2.400	0	1.575704E-001	1.82	4.359392E-009	0.27	2.308094E-002	0.25
2833	8	600.0	2.400	1	1.576371E-001	1.82	4.361388E-009	0.27	2.309205E-002	0.25
2834	8	600.0	2.400	2	1.576071E-001	1.82	4.359514E-009	0.27	2.308190E-002	0.25
2835	8	602.5	2.352	0	1.728251E-001	1.82	4.772635E-009	0.27	2.521368E-002	0.25
2836	8	602.5	2.352	1	1.727736E-001	1.82	4.772915E-009	0.27	2.521655E-002	0.25
2837	8	602.5	2.352	2	1.728327E-001	1.82	4.773551E-009	0.27	2.521975E-002	0.25
2838	8	605.0	2.299	0	1.863782E-001	1.82	5.151373E-009	0.27	2.710016E-002	0.25
2839	8	605.0	2.299	1	1.863858E-001	1.82	5.150653E-009	0.27	2.708958E-002	0.25
2840	8	605.0	2.299	2	1.864073E-001	1.82	5.151614E-009	0.27	2.709791E-002	0.25
2841	8	607.5	2.242	0	2.040685E-001	1.82	5.684868E-009	0.27	2.967754E-002	0.25
2842	8	607.5	2.242	1	2.044091E-001	1.82	5.691123E-009	0.27	2.969643E-002	0.25
2843	8	607.5	2.242	2	2.043276E-001	1.82	5.690808E-009	0.27	2.970618E-002	0.25
2844	8	610.0	2.182	0	2.380137E-001	1.82	6.743947E-009	0.27	3.472851E-002	0.25
2845	8	610.0	2.182	1	2.380137E-001	1.82	6.742273E-009	0.27	3.472058E-002	0.25
2846	8	610.0	2.182	2	2.380061E-001	1.82	6.737644E-009	0.27	3.468314E-002	0.25
2847	8	612.5	2.119	0	2.447636E-001	1.82	6.871616E-009	0.27	3.533876E-002	0.25
2848	8	612.5	2.119	1	2.448160E-001	1.82	6.876038E-009	0.27	3.536092E-002	0.25
2849	8	612.5	2.119	2	2.447708E-001	1.82	6.877037E-009	0.27	3.536821E-002	0.25
2850	8	615.0	2.054	0	2.207008E-001	1.82	6.074055E-009	0.27	3.160715E-002	0.25
2851	8	615.0	2.054	1	2.208341E-001	1.82	6.076051E-009	0.27	3.160851E-002	0.25
2852	8	615.0	2.054	2	2.208265E-001	1.82	6.075809E-009	0.27	3.161219E-002	0.25
2853	8	617.5	1.989	0	2.143724E-001	1.82	5.848789E-009	0.27	3.051429E-002	0.25
2854	8	617.5	1.989	1	2.144758E-001	1.82	5.852660E-009	0.27	3.053110E-002	0.25
2855	8	617.5	1.989	2	2.144391E-001	1.82	5.850100E-009	0.27	3.051437E-002	0.25
2856	8	620.0	1.925	0	2.164146E-001	1.82	5.876348E-009	0.27	3.058654E-002	0.25
2857	8	620.0	1.925	1	2.164146E-001	1.82	5.880976E-009	0.27	3.061526E-002	0.25
2858	8	620.0	1.925	2	2.165113E-001	1.82	5.881973E-009	0.27	3.061246E-002	0.25
2859	8	622.5	1.861	0	2.188725E-001	1.82	5.923649E-009	0.27	3.075078E-002	0.25
2860	8	622.5	1.861	1	2.189983E-001	1.82	5.931270E-009	0.27	3.079343E-002	0.25
2861	8	622.5	1.861	2	2.189907E-001	1.82	5.933257E-009	0.27	3.080167E-002	0.25
2862	8	625.0	1.800	0	2.266218E-001	1.82	6.124831E-009	0.27	3.176675E-002	0.25
2863	8	625.0	1.800	1	2.266509E-001	1.82	6.123664E-009	0.27	3.175844E-002	0.25
2864	8	625.0	1.800	2	2.265251E-001	1.82	6.118289E-009	0.27	3.173844E-002	0.25
2865	8	627.5	1.740	0	2.387607E-001	1.82	6.441066E-009	0.27	3.337525E-002	0.25
2866	8	627.5	1.740	1	2.387607E-001	1.82	6.441186E-009	0.27	3.338412E-002	0.25
2867	8	627.5	1.740	2	2.387983E-001	1.82	6.445097E-009	0.27	3.339996E-002	0.25
2868	8	630.0	1.680	0	2.535791E-001	1.82	6.836397E-009	0.27	3.537253E-002	0.25
2869	8	630.0	1.680	1	2.536167E-001	1.82	6.835724E-009	0.27	3.537204E-002	0.25
2870	8	630.0	1.680	2	2.534533E-001	1.82	6.832850E-009	0.27	3.536100E-002	0.25
2871	8	632.5	1.620	0	2.669621E-001	1.82	7.182036E-009	0.27	3.707724E-002	0.25
2872	8	632.5	1.620	1	2.669483E-001	1.82	7.182672E-009	0.27	3.707588E-002	0.25
2873	8	632.5	1.620	2	2.668073E-001	1.82	7.174807E-009	0.27	3.703517E-002	0.25
2874	8	635.0	1.560	0	2.771394E-001	1.82	7.433665E-009	0.27	3.828641E-002	0.25
2875	8	635.0	1.560	1	2.771770E-001	1.82	7.436973E-009	0.27	3.830266E-002	0.25
2876	8	635.0	1.560	2	2.770727E-001	1.82	7.433186E-009	0.27	3.828745E-002	0.25
2877	8	637.5	1.500	0	2.832024E-001	1.82	7.564605E-009	0.27	3.889116E-002	0.25
2878	8	637.5	1.500	1	2.832315E-001	1.82	7.570664E-009	0.27	3.891749E-002	0.25
2879	8	637.5	1.500	2	2.832100E-001	1.82	7.568909E-009	0.27	3.890963E-002	0.25
2880	8	640.0	1.440	0	2.885390E-001	1.82	7.684581E-009	0.27	3.945095E-002	0.25
2881	8	640.0	1.440	1	2.884056E-001	1.82	7.680659E-009	0.27	3.942830E-002	0.25
2882	8	640.0	1.440	2	2.884494E-001	1.82	7.681296E-009	0.27	3.943231E-002	0.25
2883	8	642.5	1.380	0	2.970661E-001	1.82	7.892512E-009	0.27	4.043299E-002	0.25
2884	8	642.5	1.380	1	2.971995E-001	1.82	7.895266E-009	0.27	4.044331E-002	0.25
2885	8	642.5	1.380	2	2.970738E-001	1.82	7.889012E-009	0.27	4.042659E-002	0.25
2886	8	645.0	1.320	0	3.129205E-001	1.82	8.289162E-009	0.27	4.243156E-002	0.25
2887	8	645.0	1.320	1	3.130311E-001	1.82	8.292746E-009	0.27	4.244259E-002	0.25
2888	8	645.0	1.320	2	3.130010E-001	1.82	8.292505E-009	0.27	4.244436E-002	0.25
2889	8	647.5	1.260	0	3.334899E-001	1.82	8.799116E-009	0.27	4.490191E-002	0.25
2890	8	647.5	1.260	1	3.335418E-001	1.82	8.799357E-009	0.27	4.491676E-002	0.25
2891	8	647.5	1.260	2	3.335641E-001	1.82	8.805104E-009	0.27	4.493718E-002	0.25
2892	8	650.0	1.200	0	3.543559E-001	1.82	9.301973E-009	0.27	4.735200E-002	0.25
2893	8	650.0	1.200	1	3.542368E-001	1.82	9.301095E-009	0.27	4.735183E-002	0.25
2894	8	650.0	1.200	2	3.541778E-001	1.82	9.299979E-009	0.27	4.734911E-002	0.25
2895	8	652.5	1.140	0	3.694487E-001	1.82	9.647295E-009	0.27	4.900087E-002	0.25
2896	8	652.5	1.140	1	3.694625E-001	1.82	9.646658E-009	0.27	4.899433E-002	0.25
2897	8	652.5	1.140	2	3.695363E-001	1.82	9.647053E-009	0.27	4.899151E-002	0.25
2898	8	655.0	1.080	0	3.816614E-001	1.82	9.926402E-009	0.27	5.027844E-002	0.25
2899	8	655.0	1.080	1	3.816828E-001	1.82	9.922651E-009	0.27	5.026373E-002	0.25
2900	8	655.0	1.080	2	3.817204E-001	1.82	9.923134E-009	0.27	5.025069E-002	0.25
2901	8	657.5	1.020	0	3.892406E-001	1.82	1.010332E-008	0.27	5.103999E-002	0.25
2902	8	657.5	1.020	1	3.892996E-001	1.82	1.010158E-008	0.27	5.104367E-002	0.25
2903	8	657.5	1.020	2	3.895664E-001	1.82	1.011530E-008	0.27	5.110015E-002	0.25
2904	8	660.0	0.960	0	3.958280E-001	1.82	1.027531E-008	0.27	5.179411E-002	0.25
2905	8	660.0	0.960	1	3.956723E-001	1.82	1.027035E-008	0.27	5.176892E-002	0.25
2906	8	660.0	0.960	2	3.957466E-001	1.82	1.027483E-008	0.27	5.178675E-002	0.25
2907	8	662.5	0.900	0	3.976930E-001	1.82	1.031870E-008	0.27	5.193099E-002	0.25
2908	8	662.5	0.900	1	3.976853E-001	1.82	1.031631E-008	0.27	5.192363E-002	0.25
2909	8	662.5	0.900	2	3.974929E-001	1.82	1.031607E-008	0.27	5.192636E-002	0.25
2910	8	665.0	0.840	0	3.999575E-001	1.82	1.035069E-008	0.27	5.206596E-002	0.25
2911	8	665.0	0.840	1	3.999647E-001	1.82	1.035268E-008	0.27	5.207428E-002	0.25
2912	8	665.0	0.840	2	4.000695E-001	1.82	1.035692E-008	0.27	5.208731E-002	0.25
2913	8	667.5	0.780	0	3.953164E-001	1.82	1.018613E-008	0.27	5.114272E-002	0.25
2914	8	667.5	0.780	1	3.952879E-001	1.82	1.018238E-008	0.27	5.112791E-002	0.25
2915	8	667.5	0.780	2	3.953469E-001	1.82	1.018477E-008	0.27	5.112889E-002	0.25
2916	8	670.0	0.720	0	3.956585E-001	1.82	1.013915E-008	0.27	5.074022E-002	0.25
2917	8	670.0	0.720	1	3.955842E-001	1.82	1.013643E-008	0.27	5.071887E-002	0.25
2918	8	670.0	0.720	2	3.955251E-001	1.82	1.013428E-008	0.27	5.071710E-002	0.25
2919	8	672.5	0.660	0	3.952574E-001	1.82	1.008283E-008	0.27	5.022386E-002	0.25
2920	8	672.5	0.660	1	3.951240E-001	1.82	1.008035E-008	0.27	5.020724E-002	0.25
2921	8	672.5	0.660	2	3.952574E-001	1.82	1.008545E-008	0.27	5.024156E-002	0.25
2922	8	675.0	0.600	0	3.957614E-001	1.82	1.005211E-008	0.27	4.984083E-002	0.25
2923	8	675.0	0.600	1	3.957766E-001	1.82	1.005036E-008	0.27	4.983075E-002	0.25
2924	8	675.0	0.600	2	3.958357E-001	1.82	1.005068E-008	0.27	4.983075E-002	0.25
2925	8	677.5	0.539	0	3.980412E-001	1.82	1.007270E-008	0.27	4.979555E-002	0.25
2926	8	677.5	0.539	1	3.980412E-001	1.82	1.007070E-008	0.27	4.978162E-002	0.25
2927	8	677.5	0.539	2	3.980412E-001	1.82	1.007382E-008	0.27	4.980763E-002	0.25
2928	8	680.0	0.475	0	3.975972E-001	1.82	1.003185E-008	0.27	4.947263E-002	0.25
2929	8	680.0	0.475	1	3.975381E-001	1.82	1.002898E-008	0.27	4.946146E-002	0.25
2930	8	680.0	0.475	2	3.975381E-001	1.82	1.003273E-008	0.27	4.948458E-002	0.25
2931	8	682.5	0.411	0	3.925641E-001	1.82	9.879657E-009	0.27	4.861118E-002	0.25
2932	8	682.5	0.411	1	3.925336E-001	1.82	9.883958E-009	0.27	4.862871E-002	0.25
2933	8	682.5	0.411	2	3.924898E-001	1.82	9.886436E-009	0.27	4.864084E-002	0.25
2934	8	685.0	0.346	0	3.836516E-001	1.82	9.636044E-009	0.27	4.722529E-002	0.25
2935	8	685.0	0.346	1	3.835486E-001	1.82	9.632544E-009	0.27	4.720855E-002	0.25
2936	8	685.0	0.346	2	3.836668E-001	1.82	9.638677E-009	0.27	4.723265E-002	0.25
2937	8	687.5	0.281	0	3.711873E-001	1.82	9.292728E-009	0.27	4.533951E-002	0.25
2938	8	687.5	0.281	1	3.711721E-001	1.82	9.288736E-009	0.27	4.531367E-002	0.25
2939	8	687.5	0.281	2	3.711873E-001	1.82	9.291850E-009	0.27	4.532671E-002	0.25
2940	8	690.0	0.218	0	3.578190E-001	1.82	8.929297E-009	0.27	4.333455E-002	0.25
2941	8	690.0	0.218	1	3.579533E-001	1.82	8.929297E-009	0.27	4.333832E-002	0.25
2942	8	690.0	0.218	2	3.579533E-001	1.82	8.929056E-009	0.27	4.332526E-002	0.25
2943	8	692.5	0.158	0	3.537929E-001	1.82	8.784121E-009	0.27	4.241211E-002	0.25
2944	8	692.5	0.158	1	3.537777E-001	1.82	8.790746E-009	0.27	4.244722E-002	0.25
2945	8	692.5	0.158	2	3.538519E-001	1.82	8.794256E-009	0.27	4.247130E-002	0.25
2946	8	695.0	0.101	0	3.675899E-001	1.82	9.104469E-009	0.27	4.374256E-002	0.25
2947	8	695.0	0.101	1	3.675899E-001	1.82	9.098326E-009	0.27	4.370831E-002	0.25
2948	8	695.0	0.101	2	3.675309E-001	1.82	9.098088E-009	0.27	4.370463E-002	0.25
2949	8	697.5	0.048	0	3.884636E-001	1.82	9.615949E-009	0.27	4.597426E-002	0.25
2950	8	697.5	0.048	1	3.886408E-001	1.82	9.621445E-009	0.27	4.599275E-002	0.25
2951	8	697.5	0.048	2	3.885818E-001	1.82	9.623682E-009	0.27	4.601130E-002	0.25
2952	8	700.0	0.000	0	4.030742E-001	1.82	1.000050E-008	0.27	4.757673E-002	0.25
2953	8	700.0	0.000	1	4.031485E-001	1.82	1.000673E-008	0.27	4.759987E-002	0.25
2954	8	700.0	0.000	2	4.032666E-001	1.82	1.000849E-008	0.27	4.759715E-002	0.25
2955	8	702.5	-0.042	0	4.118974E-001	1.82	1.024125E-008	0.27	4.842990E-002	0.25
2956	8	702.5	-0.042	1	4.118535E-001	1.82	1.024173E-008	0.27	4.843821E-002	0.25
2957	8	702.5	-0.042	2	4.117640E-001	1.82	1.023438E-008	0.27	4.840405E-002	0.25
2958	8	705.0	-0.079	0	4.165445E-001	1.82	1.036544E-008	0.27	4.872031E-002	0.25
2959	8	705.0	-0.079	1	4.164568E-001	1.82	1.036616E-008	0.27	4.871854E-002	0.25
2960	8	705.0	-0.079	2	4.165159E-001	1.82	1.036544E-008	0.27	4.871854E-002	0.25
2961	8	707.5	-0.112	0	4.174050E-001	1.82	1.039220E-008	0.27	4.851509E-002	0.25
2962	8	707.5	-0.112	1	4.173304E-001	1.82	1.039306E-008	0.27	4.852054E-002	0.25
